vehicle_id,timestamp,station_id,station_type,cycle_time,queue_length,throughput,torque,temperature,vibration,part_quality,operator_variation,sensor_coverage,inspection_result,defect
V00107,2026-01-05 09:12:26.911925,S24,Final Assembly,64.91,1.6,46.04,,27.06,,0.889,-0.011,PARTIAL,,False
V00107,2026-01-05 09:13:31.821816,S25,Final Assembly,61.29,1.55,57.06,,,,0.887,0.071,MANUAL,,False
V00107,2026-01-05 09:14:33.113121,S26,Final Assembly,63.4,2.12,52.87,,,,0.906,0.113,MANUAL,,False
V00107,2026-01-05 09:15:36.516517,S27,Final Assembly,76.53,1.6,50.8,104.41,,0.586,0.919,0.076,PARTIAL,,False
V00107,2026-01-05 09:16:53.043806,S28,Final Assembly,71.36,2.12,49.8,,,,0.965,-0.078,MANUAL,,False
V00107,2026-01-05 09:18:04.403132,S29,Final Assembly,80.24,2.71,46.47,,,,0.933,0.077,MANUAL,,False
V00107,2026-01-05 09:19:24.640218,S30,Final Assembly,59.26,3.19,55.5,107.64,23.39,0.378,0.938,0.011,HIGH,PASS,False
V00108,2026-01-05 08:42:00.000000,S01,Body Construction,70.64,1.34,47.05,94.86,23.86,0.707,0.862,0.01,HIGH,,False
V00108,2026-01-05 08:43:10.641910,S02,Body Construction,72.69,2.18,46.58,105.68,23.86,0.644,0.96,0.042,HIGH,,False
V00108,2026-01-05 08:44:23.331642,S03,Body Construction,78.8,2.76,44.52,102.84,22.7,0.456,0.854,-0.025,HIGH,,False
V00108,2026-01-05 08:45:42.127172,S04,Body Construction,77.11,1.46,44.3,99.11,23.05,,0.998,0.075,PARTIAL,,False
V00108,2026-01-05 08:46:59.235533,S05,Body Construction,63.09,2.95,54.29,97.62,24.27,0.467,0.934,0.013,HIGH,,False
V00108,2026-01-05 08:48:02.320942,S06,Body Construction,78.07,2.88,47.09,98.29,25.89,0.227,0.906,-0.046,HIGH,,False
V00108,2026-01-05 08:49:20.391165,S07,Body Construction,69.76,2.79,46.61,92.6,,0.319,0.951,0.094,PARTIAL,,False
V00108,2026-01-05 08:50:30.146803,S08,Body Construction,79.36,3.7,44.28,107.57,,,0.89,-0.141,PARTIAL,,False
V00108,2026-01-05 08:51:49.505512,S09,Body Construction,84.92,2.4,43.94,103.03,24.36,0.445,0.936,0.061,HIGH,,False
V00108,2026-01-05 08:53:14.428730,S10,Body Construction,72.61,1.7,51.3,100.34,23.39,0.499,0.991,0.024,HIGH,PASS,False
V00108,2026-01-05 08:54:27.041831,S11,Paint,93.64,3.01,40.85,95.49,56.34,0.523,0.896,-0.049,HIGH,,False
V00108,2026-01-05 08:56:00.682360,S12,Paint,88.41,3.74,39.13,,58.9,0.578,0.953,-0.007,PARTIAL,,False
V00108,2026-01-05 08:57:29.095548,S13,Paint,97.34,3.63,36.28,104.68,,,0.878,-0.028,PARTIAL,,False
V00108,2026-01-05 08:59:06.437998,S14,Paint,96.87,3.29,36.91,,,,0.93,0.005,MANUAL,,False
V00108,2026-01-05 09:00:43.303558,S15,Paint,80.96,3.85,41.27,91.89,61.73,0.625,0.85,0.024,HIGH,,False
V00108,2026-01-05 09:02:04.262259,S16,Paint,78.42,2.98,38.98,,,0.47,0.922,-0.09,PARTIAL,,False
V00108,2026-01-05 09:03:22.678737,S17,Paint,87.25,3.76,39.14,103.47,58.44,0.572,0.883,0.044,HIGH,,False
V00108,2026-01-05 09:04:49.928633,S18,Paint,100.17,3.77,36.33,111.54,60.52,,0.918,-0.076,PARTIAL,,False
V00108,2026-01-05 09:06:30.097473,S19,Paint,105.82,2.26,37.04,,,,0.941,-0.04,MANUAL,,False
V00108,2026-01-05 09:08:15.919963,S20,Paint,77.28,3.77,42.82,108.03,60.36,0.533,0.956,-0.029,HIGH,FAIL,True
V00108,2026-01-05 09:09:33.195977,S21,Final Assembly,71.38,2.23,54.2,,,,0.872,-0.027,MANUAL,,False
V00108,2026-01-05 09:10:44.572827,S22,Final Assembly,67.48,0.8,50.54,103.15,22.63,0.509,0.975,-0.017,HIGH,PASS,False
V00108,2026-01-05 09:11:52.055962,S23,Final Assembly,81.09,1.01,49.05,,,,1.0,0.058,MANUAL,,False
V00108,2026-01-05 09:13:13.149830,S24,Final Assembly,85.56,2.74,44.83,,25.2,,1.0,-0.021,PARTIAL,,False
V00108,2026-01-05 09:14:38.708559,S25,Final Assembly,66.8,2.85,53.17,,,,0.884,-0.093,MANUAL,,False
V00108,2026-01-05 09:15:45.510269,S26,Final Assembly,62.23,3.25,51.56,,,,0.865,0.02,MANUAL,,False
V00108,2026-01-05 09:16:47.739975,S27,Final Assembly,72.49,3.41,49.24,99.2,,0.441,0.881,-0.019,PARTIAL,,False
V00108,2026-01-05 09:18:00.230540,S28,Final Assembly,69.5,2.82,47.07,,,,0.86,0.129,MANUAL,,False
V00108,2026-01-05 09:19:09.731385,S29,Final Assembly,73.68,1.33,46.47,,,,0.941,0.135,MANUAL,,False
V00108,2026-01-05 09:20:23.407199,S30,Final Assembly,64.94,2.47,56.72,99.4,23.89,0.544,0.907,-0.016,HIGH,PASS,False
V00109,2026-01-05 08:43:30.000000,S01,Body Construction,60.37,1.7,49.5,100.16,22.74,0.591,0.947,0.065,HIGH,,False
V00109,2026-01-05 08:44:30.373426,S02,Body Construction,78.46,0.84,48.87,100.66,24.77,0.586,0.921,-0.073,HIGH,,False
V00109,2026-01-05 08:45:48.835094,S03,Body Construction,77.6,1.54,47.66,98.7,23.3,0.533,0.932,-0.024,HIGH,,False
V00109,2026-01-05 08:47:06.432253,S04,Body Construction,83.3,1.55,40.49,103.44,24.24,,0.927,0.049,PARTIAL,,False
V00109,2026-01-05 08:48:29.731235,S05,Body Construction,67.35,2.69,49.15,100.57,25.2,0.408,0.898,-0.042,HIGH,,False
V00109,2026-01-05 08:49:37.077626,S06,Body Construction,70.52,2.2,46.66,100.2,23.88,0.508,0.87,-0.003,HIGH,,False
V00109,2026-01-05 08:50:47.595329,S07,Body Construction,76.13,1.87,47.59,97.93,,0.597,0.881,0.009,PARTIAL,,False
V00109,2026-01-05 08:52:03.726135,S08,Body Construction,88.43,3.05,45.84,100.54,,,0.953,0.023,PARTIAL,,False
V00109,2026-01-05 08:53:32.159754,S09,Body Construction,85.88,3.0,43.62,,26.71,0.459,0.956,-0.012,HIGH,,False
V00109,2026-01-05 08:54:58.040268,S10,Body Construction,68.16,1.83,49.45,95.46,24.65,,0.948,0.025,HIGH,PASS,False
V00109,2026-01-05 08:56:06.201738,S11,Paint,91.2,3.81,38.68,102.51,62.26,0.556,0.914,-0.009,HIGH,,False
V00109,2026-01-05 08:57:37.401006,S12,Paint,104.29,2.72,39.39,,61.36,0.498,0.914,-0.026,PARTIAL,,False
V00109,2026-01-05 08:59:21.691543,S13,Paint,86.95,3.08,37.2,92.96,,,0.946,-0.059,PARTIAL,,False
V00109,2026-01-05 09:00:48.638888,S14,Paint,103.4,2.86,36.57,,,,0.946,0.078,MANUAL,,False
V00109,2026-01-05 09:02:32.043333,S15,Paint,79.77,2.61,42.59,103.09,61.97,0.481,0.929,0.037,HIGH,,False
V00109,2026-01-05 09:03:51.812253,S16,Paint,99.79,3.34,41.86,,,0.448,0.953,0.013,PARTIAL,,False
V00109,2026-01-05 09:05:31.606793,S17,Paint,102.64,4.64,38.55,100.86,61.52,0.544,0.958,0.016,HIGH,,False
V00109,2026-01-05 09:07:14.244026,S18,Paint,91.25,2.03,37.06,100.09,59.84,,0.846,0.044,PARTIAL,,False
V00109,2026-01-05 09:08:45.489462,S19,Paint,96.98,2.81,35.05,,,,0.955,0.077,MANUAL,,False
V00109,2026-01-05 09:10:22.472952,S20,Paint,86.61,3.64,42.37,106.15,61.15,,0.941,-0.055,HIGH,PASS,False
V00109,2026-01-05 09:11:49.087429,S21,Final Assembly,65.46,2.11,50.77,,,,0.909,-0.167,MANUAL,,False
V00109,2026-01-05 09:12:54.544256,S22,Final Assembly,61.27,1.68,48.68,100.68,24.02,0.405,0.936,-0.043,HIGH,PASS,False
V00109,2026-01-05 09:13:55.815819,S23,Final Assembly,77.69,2.21,49.3,,,,0.92,0.215,MANUAL,,False
V00109,2026-01-05 09:15:13.502117,S24,Final Assembly,70.33,1.96,46.95,,22.73,,0.935,-0.021,PARTIAL,,False
V00109,2026-01-05 09:16:23.833618,S25,Final Assembly,66.95,2.39,55.15,,,,0.931,-0.187,MANUAL,,False
V00109,2026-01-05 09:17:30.778995,S26,Final Assembly,71.85,2.51,51.25,,,,0.984,-0.091,MANUAL,,False
V00109,2026-01-05 09:18:42.633553,S27,Final Assembly,69.62,2.13,47.83,103.09,,0.503,0.968,-0.068,PARTIAL,,False
V00109,2026-01-05 09:19:52.257658,S28,Final Assembly,82.07,1.88,47.68,,,,0.935,-0.082,MANUAL,,False
V00109,2026-01-05 09:21:14.330828,S29,Final Assembly,77.77,1.63,47.78,,,,0.894,0.003,MANUAL,,False
V00109,2026-01-05 09:22:32.100540,S30,Final Assembly,64.41,4.6,53.35,90.4,21.94,0.427,0.878,-0.027,HIGH,PASS,False
V00110,2026-01-05 08:45:00.000000,S01,Body Construction,77.22,1.96,50.91,102.44,23.64,0.659,0.949,-0.023,HIGH,,False
V00110,2026-01-05 08:46:17.217727,S02,Body Construction,78.82,2.02,47.08,102.17,21.46,0.465,0.957,0.007,HIGH,,False
V00110,2026-01-05 08:47:36.041050,S03,Body Construction,73.66,0.11,47.89,103.22,24.95,0.421,0.83,-0.014,HIGH,,False
V00110,2026-01-05 08:48:49.702004,S04,Body Construction,81.82,2.36,42.44,100.98,25.18,,0.948,0.017,PARTIAL,,False
V00110,2026-01-05 08:50:11.518771,S05,Body Construction,73.68,1.34,46.69,98.71,22.61,0.349,0.907,-0.003,HIGH,,False
V00110,2026-01-05 08:51:25.196235,S06,Body Construction,73.42,0.17,46.72,102.91,,0.367,0.93,-0.011,HIGH,,False
V00110,2026-01-05 08:52:38.614210,S07,Body Construction,73.18,0.83,46.13,105.04,,0.48,0.918,-0.038,PARTIAL,,False
V00110,2026-01-05 08:53:51.793703,S08,Body Construction,86.22,2.48,44.05,101.73,,,0.952,-0.045,PARTIAL,,False
V00110,2026-01-05 08:55:18.013152,S09,Body Construction,82.76,2.43,42.2,103.27,23.82,0.51,0.958,0.069,HIGH,,False
V00110,2026-01-05 08:56:40.773756,S10,Body Construction,72.56,2.67,51.66,102.04,21.92,0.515,0.956,-0.077,HIGH,PASS,False
V00110,2026-01-05 08:57:53.335531,S11,Paint,88.04,3.6,40.94,91.88,59.03,0.574,0.945,-0.019,HIGH,,False
V00110,2026-01-05 08:59:21.371716,S12,Paint,93.81,2.15,41.09,,61.65,0.602,0.931,-0.011,PARTIAL,,False
V00110,2026-01-05 09:00:55.178289,S13,Paint,104.5,3.02,36.28,103.56,,,0.901,0.026,PARTIAL,,False
V00110,2026-01-05 09:02:39.676105,S14,Paint,112.01,1.9,35.6,,,,0.926,0.04,MANUAL,,False
V00110,2026-01-05 09:04:31.688402,S15,Paint,93.41,3.78,44.03,100.37,60.2,0.425,0.939,0.006,HIGH,,False
V00110,2026-01-05 09:06:05.100110,S16,Paint,98.98,3.31,39.5,,,0.428,0.92,-0.025,PARTIAL,,False
V00110,2026-01-05 09:07:44.075703,S17,Paint,97.06,2.41,35.84,94.9,59.3,0.376,1.0,0.025,HIGH,,False
V00110,2026-01-05 09:09:21.131847,S18,Paint,96.66,3.19,36.82,98.82,61.02,,0.939,0.02,PARTIAL,,False
V00110,2026-01-05 09:10:57.791801,S19,Paint,99.05,4.68,37.77,,,,0.893,0.051,MANUAL,,False
V00110,2026-01-05 09:12:36.842110,S20,Paint,95.0,4.24,43.36,88.12,61.28,0.662,0.952,-0.009,HIGH,PASS,False
V00110,2026-01-05 09:14:11.845461,S21,Final Assembly,71.07,3.41,49.99,,,,0.931,0.011,MANUAL,,False
V00110,2026-01-05 09:15:22.920124,S22,Final Assembly,76.97,1.96,49.54,98.62,22.07,0.573,0.923,0.026,HIGH,PASS,False
V00110,2026-01-05 09:16:39.894891,S23,Final Assembly,77.81,3.57,49.29,,,,0.954,0.166,MANUAL,,False
V00110,2026-01-05 09:17:57.702293,S24,Final Assembly,80.52,1.86,48.53,,24.13,,1.0,0.001,PARTIAL,,False
V00110,2026-01-05 09:19:18.218839,S25,Final Assembly,71.75,2.63,57.71,,,,0.904,-0.126,MANUAL,,False
V00110,2026-01-05 09:20:29.970761,S26,Final Assembly,73.17,3.7,53.53,,,,0.91,0.051,MANUAL,,False
V00110,2026-01-05 09:21:43.141212,S27,Final Assembly,68.42,2.73,48.0,104.06,,0.519,0.946,-0.068,PARTIAL,,False
V00110,2026-01-05 09:22:51.563193,S28,Final Assembly,70.62,1.91,48.69,,,,0.927,-0.035,MANUAL,,False
V00110,2026-01-05 09:24:02.186311,S29,Final Assembly,76.93,3.11,45.74,,,,0.987,-0.136,MANUAL,,False
V00110,2026-01-05 09:25:19.115087,S30,Final Assembly,66.12,2.09,53.39,96.88,23.65,0.439,0.929,0.073,HIGH,PASS,False
V00111,2026-01-05 08:46:30.000000,S01,Body Construction,77.98,1.99,48.67,95.85,22.27,0.583,1.0,-0.038,HIGH,,False
V00111,2026-01-05 08:47:47.980835,S02,Body Construction,81.33,2.02,44.39,96.83,24.48,0.342,0.931,0.025,HIGH,,False
V00111,2026-01-05 08:49:09.308559,S03,Body Construction,83.73,1.67,46.17,105.35,25.07,0.511,0.926,0.008,HIGH,,False
V00111,2026-01-05 08:50:33.041807,S04,Body Construction,78.24,2.89,41.89,98.4,24.56,,0.99,0.005,PARTIAL,,False
V00111,2026-01-05 08:51:51.284065,S05,Body Construction,66.98,1.88,50.94,98.89,23.79,0.662,0.937,-0.032,HIGH,,False
V00111,2026-01-05 08:52:58.268524,S06,Body Construction,71.51,0.21,49.23,101.98,22.25,0.435,0.967,0.051,HIGH,,False
V00111,2026-01-05 08:54:09.780268,S07,Body Construction,78.04,0.97,47.34,104.59,,0.524,0.868,0.06,PARTIAL,,False
V00111,2026-01-05 08:55:27.824115,S08,Body Construction,83.88,0.6,43.29,99.16,,,0.923,0.004,PARTIAL,,False
V00111,2026-01-05 08:56:51.705714,S09,Body Construction,84.44,2.25,43.79,101.52,23.75,0.457,1.0,-0.013,HIGH,,False
V00111,2026-01-05 08:58:16.145716,S10,Body Construction,75.74,1.47,52.61,104.51,23.2,0.457,0.929,0.01,HIGH,PASS,False
V00111,2026-01-05 08:59:31.887095,S11,Paint,86.76,4.57,40.18,100.22,61.02,0.641,1.0,0.01,HIGH,,False
V00111,2026-01-05 09:00:58.644377,S12,Paint,91.39,1.48,37.62,,58.1,0.507,0.961,-0.015,PARTIAL,,False
V00111,2026-01-05 09:02:30.035919,S13,Paint,102.22,3.49,38.39,113.06,,,0.932,0.094,PARTIAL,,False
V00111,2026-01-05 09:04:12.255223,S14,Paint,95.59,4.16,35.46,,,,0.982,-0.07,MANUAL,,False
V00111,2026-01-05 09:05:47.842279,S15,Paint,93.22,2.54,41.0,102.46,60.23,0.515,0.994,0.003,HIGH,,False
V00111,2026-01-05 09:07:21.066137,S16,Paint,86.49,2.09,41.99,,,0.705,0.94,-0.008,PARTIAL,,False
V00111,2026-01-05 09:08:47.554165,S17,Paint,92.97,2.64,38.3,101.23,59.89,0.636,0.925,-0.011,HIGH,,False
V00111,2026-01-05 09:10:20.522624,S18,Paint,104.44,3.02,36.97,103.77,60.37,,0.921,0.065,PARTIAL,,False
V00111,2026-01-05 09:12:04.959857,S19,Paint,102.44,3.71,36.68,,,,0.98,0.01,MANUAL,,False
V00111,2026-01-05 09:13:47.400227,S20,Paint,92.86,2.47,40.45,102.16,58.7,0.353,0.861,0.022,HIGH,PASS,False
V00111,2026-01-05 09:15:20.255295,S21,Final Assembly,70.24,2.24,51.72,,,,0.946,0.061,MANUAL,,False
V00111,2026-01-05 09:16:30.495339,S22,Final Assembly,74.98,2.63,49.11,103.04,23.78,0.471,1.0,-0.039,HIGH,PASS,False
V00111,2026-01-05 09:17:45.475544,S23,Final Assembly,78.64,2.23,48.4,,,,1.0,-0.045,MANUAL,,False
V00111,2026-01-05 09:19:04.119924,S24,Final Assembly,83.36,2.94,46.91,,24.51,,0.913,-0.029,PARTIAL,,False
V00111,2026-01-05 09:20:27.484044,S25,Final Assembly,61.24,1.18,56.03,,,,0.919,0.305,MANUAL,,False
V00111,2026-01-05 09:21:28.725129,S26,Final Assembly,72.15,4.46,52.28,,,,1.0,-0.069,MANUAL,,False
V00111,2026-01-05 09:22:40.878523,S27,Final Assembly,70.0,1.34,51.52,99.6,,0.488,0.856,-0.029,PARTIAL,,False
V00111,2026-01-05 09:23:50.881539,S28,Final Assembly,72.72,2.02,47.92,,,,0.933,-0.035,MANUAL,,False
V00111,2026-01-05 09:25:03.606314,S29,Final Assembly,81.11,2.73,44.54,,,,0.942,-0.118,MANUAL,,False
V00111,2026-01-05 09:26:24.715309,S30,Final Assembly,64.8,2.82,54.33,101.45,23.46,0.64,0.921,0.004,HIGH,PASS,False
V00112,2026-01-05 08:48:00.000000,S01,Body Construction,75.27,1.62,50.73,97.14,21.38,0.562,0.923,0.012,HIGH,,False
V00112,2026-01-05 08:49:15.274057,S02,Body Construction,73.26,1.24,46.75,102.02,24.36,0.406,1.0,0.01,HIGH,,False
V00112,2026-01-05 08:50:28.537316,S03,Body Construction,76.05,2.34,45.92,98.74,25.18,0.673,0.849,0.037,HIGH,,False
V00112,2026-01-05 08:51:44.587308,S04,Body Construction,82.1,2.19,45.68,94.07,25.54,,0.874,0.098,PARTIAL,,False
V00112,2026-01-05 08:53:06.685361,S05,Body Construction,62.62,2.33,53.01,102.6,23.68,0.546,0.902,-0.017,HIGH,,False
V00112,2026-01-05 08:54:09.308516,S06,Body Construction,73.16,0.77,50.17,93.46,24.55,0.421,0.881,-0.012,HIGH,,False
V00112,2026-01-05 08:55:22.464206,S07,Body Construction,78.92,2.28,45.79,100.97,,0.401,0.936,0.055,PARTIAL,,False
V00112,2026-01-05 08:56:41.381135,S08,Body Construction,82.39,2.54,47.28,98.45,,,0.872,-0.019,PARTIAL,,False
V00112,2026-01-05 08:58:03.771799,S09,Body Construction,84.28,2.97,41.78,100.13,24.05,0.514,0.929,0.042,HIGH,,False
V00112,2026-01-05 08:59:28.055533,S10,Body Construction,75.22,3.74,51.34,96.35,23.38,0.571,0.965,0.02,HIGH,PASS,False
V00112,2026-01-05 09:00:43.280319,S11,Paint,85.48,4.58,39.41,105.26,59.12,0.382,0.902,0.013,HIGH,,False
V00112,2026-01-05 09:02:08.760859,S12,Paint,87.92,4.24,38.47,,61.95,0.456,0.934,-0.084,PARTIAL,,False
V00112,2026-01-05 09:03:36.685135,S13,Paint,97.6,3.91,37.36,108.24,,,0.871,-0.048,PARTIAL,,False
V00112,2026-01-05 09:05:14.285458,S14,Paint,93.62,3.01,35.58,,,,0.812,0.004,MANUAL,,False
V00112,2026-01-05 09:06:47.910382,S15,Paint,86.11,2.99,42.99,101.58,59.28,0.354,0.928,-0.031,HIGH,,False
V00112,2026-01-05 09:08:14.020180,S16,Paint,85.11,3.93,42.34,,,0.602,0.944,0.117,PARTIAL,,False
V00112,2026-01-05 09:09:39.129858,S17,Paint,87.88,3.54,37.24,,58.54,0.372,0.94,0.011,HIGH,,False
V00112,2026-01-05 09:11:07.006853,S18,Paint,111.26,2.93,37.97,102.2,60.17,,0.888,-0.147,PARTIAL,,False
V00112,2026-01-05 09:12:58.268641,S19,Paint,103.53,1.56,37.05,,,,0.922,0.075,MANUAL,,False
V00112,2026-01-05 09:14:41.798104,S20,Paint,89.16,3.91,40.66,100.88,58.89,0.505,0.858,0.028,HIGH,PASS,False
V00112,2026-01-05 09:16:10.956971,S21,Final Assembly,66.05,2.39,52.68,,,,0.887,0.016,MANUAL,,False
V00112,2026-01-05 09:17:17.008767,S22,Final Assembly,67.92,1.38,51.5,104.76,23.88,0.488,0.909,0.035,HIGH,PASS,False
V00112,2026-01-05 09:18:24.925067,S23,Final Assembly,64.33,3.46,50.04,,,,0.945,0.021,MANUAL,,False
V00112,2026-01-05 09:19:29.251902,S24,Final Assembly,81.14,2.61,48.44,,25.07,,0.886,0.0,PARTIAL,,False
V00112,2026-01-05 09:20:50.389170,S25,Final Assembly,67.3,3.24,56.93,,,,0.864,0.002,MANUAL,,False
V00112,2026-01-05 09:21:57.691631,S26,Final Assembly,79.63,1.3,53.19,,,,0.909,-0.143,MANUAL,,False
V00112,2026-01-05 09:23:17.318328,S27,Final Assembly,75.06,3.03,49.23,96.92,,0.576,0.962,-0.02,PARTIAL,,False
V00112,2026-01-05 09:24:32.373666,S28,Final Assembly,73.88,2.59,49.01,,,,0.887,-0.13,MANUAL,,False
V00112,2026-01-05 09:25:46.248789,S29,Final Assembly,76.87,2.46,46.9,,,,0.937,-0.06,MANUAL,,False
V00112,2026-01-05 09:27:03.119251,S30,Final Assembly,59.75,1.28,55.92,100.15,24.31,0.483,0.959,0.026,HIGH,PASS,False
V00113,2026-01-05 08:49:30.000000,S01,Body Construction,77.52,2.2,48.53,98.57,23.4,0.406,0.902,-0.031,HIGH,,False
V00113,2026-01-05 08:50:47.520750,S02,Body Construction,82.14,2.04,50.57,102.59,22.73,0.478,0.933,-0.019,HIGH,,False
V00113,2026-01-05 08:52:09.661102,S03,Body Construction,76.8,2.34,46.17,96.7,24.66,0.441,0.902,0.013,HIGH,,False
V00113,2026-01-05 08:53:26.457945,S04,Body Construction,69.34,2.0,46.06,94.27,24.65,,0.951,0.06,PARTIAL,,False
V00113,2026-01-05 08:54:35.798355,S05,Body Construction,65.06,1.43,51.47,101.58,23.95,0.434,0.931,0.031,HIGH,,False
V00113,2026-01-05 08:55:40.856563,S06,Body Construction,73.46,1.71,49.27,95.11,25.44,,0.858,0.017,HIGH,,False
V00113,2026-01-05 08:56:54.320391,S07,Body Construction,79.92,1.03,46.7,103.02,,0.408,0.872,0.046,PARTIAL,,False
V00113,2026-01-05 08:58:14.237128,S08,Body Construction,82.48,3.22,43.6,100.41,,,1.0,0.027,PARTIAL,,False
V00113,2026-01-05 08:59:36.713549,S09,Body Construction,80.46,2.14,43.67,101.35,25.92,0.482,0.958,0.062,HIGH,,False
V00113,2026-01-05 09:00:57.168697,S10,Body Construction,75.19,1.78,51.22,96.78,25.49,0.625,0.958,0.011,HIGH,PASS,False
V00113,2026-01-05 09:02:12.363661,S11,Paint,90.71,2.51,41.06,99.01,61.59,0.538,0.943,0.027,HIGH,,False
V00113,2026-01-05 09:03:43.070910,S12,Paint,102.88,2.91,39.31,,57.6,0.428,0.96,-0.024,PARTIAL,,False
V00113,2026-01-05 09:05:25.949378,S13,Paint,105.38,4.49,36.46,96.0,,,0.889,0.045,PARTIAL,,False
V00113,2026-01-05 09:07:11.332242,S14,Paint,109.41,3.66,36.11,,,,0.924,-0.184,MANUAL,,False
V00113,2026-01-05 09:09:00.742540,S15,Paint,83.62,2.87,42.17,99.58,60.88,0.469,0.917,-0.032,HIGH,,False
V00113,2026-01-05 09:10:24.367362,S16,Paint,90.36,4.1,42.12,,,0.398,0.876,-0.065,PARTIAL,,False
V00113,2026-01-05 09:11:54.725657,S17,Paint,94.86,2.79,37.98,94.74,58.93,0.602,1.0,0.056,HIGH,,False
V00113,2026-01-05 09:13:29.587981,S18,Paint,101.0,2.61,36.37,101.65,60.49,,0.939,0.137,PARTIAL,,False
V00113,2026-01-05 09:15:10.586827,S19,Paint,94.17,3.36,35.98,,,,0.946,-0.19,MANUAL,,False
V00113,2026-01-05 09:16:44.757965,S20,Paint,87.43,3.59,42.05,99.44,59.84,0.602,0.986,-0.038,HIGH,PASS,False
V00113,2026-01-05 09:18:12.190613,S21,Final Assembly,61.52,3.97,54.32,,,,0.971,0.101,MANUAL,,False
V00113,2026-01-05 09:19:13.709719,S22,Final Assembly,72.15,1.99,49.74,98.99,23.99,0.556,0.869,-0.023,HIGH,FAIL,True
V00113,2026-01-05 09:20:25.857583,S23,Final Assembly,80.95,3.18,48.64,,,,0.981,-0.136,MANUAL,,False
V00113,2026-01-05 09:21:46.807714,S24,Final Assembly,73.28,2.72,47.45,,23.96,,0.94,0.104,PARTIAL,,False
V00113,2026-01-05 09:23:00.083114,S25,Final Assembly,68.42,1.22,57.93,,,,0.949,0.1,MANUAL,,False
V00113,2026-01-05 09:24:08.500589,S26,Final Assembly,60.78,1.88,54.69,,,,0.969,0.015,MANUAL,,False
V00113,2026-01-05 09:25:09.277162,S27,Final Assembly,73.04,1.52,51.8,98.05,,0.537,0.892,-0.03,PARTIAL,,False
V00113,2026-01-05 09:26:22.321742,S28,Final Assembly,75.63,3.1,50.24,,,,0.993,0.134,MANUAL,,False
V00113,2026-01-05 09:27:37.955533,S29,Final Assembly,72.4,3.87,48.55,,,,0.931,0.002,MANUAL,,False
V00113,2026-01-05 09:28:50.351164,S30,Final Assembly,57.1,1.36,55.82,96.82,22.46,0.602,0.881,-0.0,HIGH,PASS,False
V00114,2026-01-05 08:51:00.000000,S01,Body Construction,76.64,0.39,48.86,104.35,23.44,0.43,0.921,-0.039,HIGH,,False
V00114,2026-01-05 08:52:16.641891,S02,Body Construction,75.54,1.93,46.77,100.32,21.95,0.447,0.935,-0.003,HIGH,,False
V00114,2026-01-05 08:53:32.185857,S03,Body Construction,78.28,1.1,44.23,97.12,25.32,0.526,0.909,0.033,HIGH,,False
V00114,2026-01-05 08:54:50.469349,S04,Body Construction,84.2,0.91,39.63,97.51,25.07,,0.956,0.037,PARTIAL,,False
V00114,2026-01-05 08:56:14.665040,S05,Body Construction,75.86,2.76,53.51,102.6,23.6,0.582,0.877,-0.004,HIGH,,False
V00114,2026-01-05 08:57:30.524215,S06,Body Construction,75.36,3.13,48.61,102.41,25.18,0.42,0.959,-0.003,HIGH,,False
V00114,2026-01-05 08:58:45.888905,S07,Body Construction,70.6,1.88,49.25,93.23,,0.332,0.993,0.092,PARTIAL,,False
V00114,2026-01-05 08:59:56.484844,S08,Body Construction,84.95,2.23,47.24,102.81,,,0.922,-0.108,PARTIAL,,False
V00114,2026-01-05 09:01:21.431259,S09,Body Construction,82.72,1.8,43.2,98.05,24.05,0.628,0.888,0.026,HIGH,,False
V00114,2026-01-05 09:02:44.149204,S10,Body Construction,70.9,2.32,51.3,98.96,24.62,0.42,0.876,0.003,HIGH,PASS,False
V00114,2026-01-05 09:03:55.053222,S11,Paint,94.37,3.97,40.87,99.2,58.51,0.432,0.928,-0.008,HIGH,,False
V00114,2026-01-05 09:05:29.420402,S12,Paint,93.51,1.9,37.37,,59.19,0.51,0.893,0.066,PARTIAL,,False
V00114,2026-01-05 09:07:02.933814,S13,Paint,89.69,3.0,36.28,99.22,,,0.903,-0.042,PARTIAL,,False
V00114,2026-01-05 09:08:32.619063,S14,Paint,99.09,4.18,35.55,,,,0.952,-0.144,MANUAL,,False
V00114,2026-01-05 09:10:11.704704,S15,Paint,76.92,3.86,43.7,103.55,60.58,0.398,0.9,-0.015,HIGH,,False
V00114,2026-01-05 09:11:28.625551,S16,Paint,91.04,2.47,40.49,,,0.545,0.924,-0.034,PARTIAL,,False
V00114,2026-01-05 09:12:59.667327,S17,Paint,96.01,2.16,38.85,96.67,58.74,0.46,0.903,-0.024,HIGH,,False
V00114,2026-01-05 09:14:35.675012,S18,Paint,96.49,1.06,35.11,102.78,59.13,,0.904,-0.035,PARTIAL,,False
V00114,2026-01-05 09:16:12.166594,S19,Paint,96.25,4.53,35.89,,,,0.948,-0.0,MANUAL,,False
V00114,2026-01-05 09:17:48.419279,S20,Paint,96.25,2.57,43.55,102.78,60.39,0.471,0.851,0.01,HIGH,PASS,False
V00114,2026-01-05 09:19:24.666914,S21,Final Assembly,70.39,2.55,54.48,,,,0.957,-0.051,MANUAL,,False
